Age,Attrition,BusinessTravel,Department,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,MonthlyIncome_Squared,DistanceFromHome_Squared,mean_daily_worked_hours,yearly_absents,average_entry_time
37,0,Travel_Rarely,Research & Development,2,Medical,Male,1,Manufacturing Director,Married,5.0,13,0,16.0,4,5,0,4,4.0,1.0,3.0,4,3,404412100,49,8.666963519313306,28,9.983134239389605
35,0,Travel_Rarely,Sales,1,Technical Degree,Male,2,Laboratory Technician,Married,0.0,25,1,4.0,2,3,0,2,4.0,2.0,3.0,2,4,345588100,4,10.470496113397349,18,9.987908093278465
45,0,Travel_Rarely,Research & Development,3,Medical,Female,2,Sales Executive,Married,0.0,14,1,10.0,2,9,3,8,2.0,4.0,2.0,2,3,1413760000,9,7.106643709825528,19,9.969695821854913
36,0,Travel_Frequently,Research & Development,3,Medical,Female,4,Manufacturing Director,Single,1.0,17,1,10.0,5,10,0,8,2.0,4.0,2.0,1,3,31609284100,25,6.496840430739109,34,10.023489965736662
40,0,Travel_Rarely,Research & Development,3,Other,Male,1,Sales Executive,Divorced,2.0,13,0,22.0,3,19,11,16,1.0,1.0,3.0,3,3,4668988900,9,6.775284608378871,17,10.005513433515482
26,0,Travel_Rarely,Research & Development,2,Life Sciences,Male,2,Human Resources,Married,1.0,13,0,1.0,2,1,1,0,2.0,3.0,2.0,2,3,4640334400,676,9.301751867413632,23,9.985447012138188
48,0,Travel_Frequently,Research & Development,3,Life Sciences,Male,2,Research Director,Divorced,3.0,14,0,24.0,2,22,4,7,4.0,4.0,3.0,4,3,38966760000,4,7.232274805669867,18,9.980176040237767
44,0,Travel_Rarely,Sales,2,Medical,Male,4,Manager,Married,2.0,12,1,10.0,0,2,2,2,2.0,1.0,3.0,3,3,35010152100,1,7.077287920700783,20,10.01809704933149
34,1,Non-Travel,Research & Development,2,Life Sciences,Female,1,Sales Representative,Married,1.0,12,1,5.0,5,5,3,0,4.0,1.0,3.0,3,3,1363086400,729,10.187851063829788,26,9.984937352245861
56,1,Travel_Rarely,Human Resources,2,Medical,Female,5,Sales Executive,Single,1.0,21,0,5.0,3,4,1,0,1.0,4.0,3.0,3,4,654848100,1,6.864824434824435,30,10.009114959114958
36,0,Travel_Rarely,Research & Development,3,Technical Degree,Female,3,Healthcare Representative,Married,2.0,14,0,12.0,3,4,1,3,3.0,2.0,1.0,3,3,633528900,169,7.289100877192983,33,9.995038986354775
41,0,Travel_Rarely,Research & Development,3,Life Sciences,Female,1,Sales Executive,Married,5.0,18,0,14.0,3,5,1,4,3.0,2.0,3.0,3,3,4386412900,25,6.413640223192624,32,10.01833090732654
42,0,Travel_Rarely,Research & Development,3,Technical Degree,Female,2,Sales Executive,Married,9.0,12,1,18.0,4,13,5,7,3.0,1.0,4.0,3,3,33361022500,49,7.383247126436782,29,10.003037595785441
31,0,Travel_Rarely,Sales,4,Life Sciences,Female,1,Sales Executive,Divorced,2.0,23,1,8.0,2,5,1,4,3.0,4.0,3.0,2,4,25998337600,81,8.327236652236653,30,10.014731842231841
34,0,Travel_Rarely,Research & Development,1,Life Sciences,Female,3,Laboratory Technician,Married,3.0,12,0,9.0,5,4,0,1,4.0,4.0,2.0,3,3,668222500,64,9.21250929800093,22,9.999783821478383
31,0,Travel_Rarely,Sales,2,Life Sciences,Female,3,Manufacturing Director,Divorced,8.0,21,2,4.0,3,2,2,2,1.0,3.0,2.0,4,4,33171336900,625,6.801304143126177,25,10.011694915254237
45,0,Travel_Frequently,Research & Development,4,Life Sciences,Female,2,Manager,Single,4.0,18,1,12.0,2,4,0,3,2.0,3.0,3.0,3,3,896403600,64,7.784967320261439,23,9.987302754435108
33,0,Travel_Rarely,Sales,3,Life Sciences,Female,5,Sales Executive,Single,1.0,13,1,10.0,3,10,0,9,2.0,3.0,2.0,3,3,149572900,1,6.45017224648229,32,10.02475376031053
28,0,Travel_Frequently,Sales,3,Life Sciences,Male,4,Research Scientist,Married,1.0,11,0,7.0,3,7,0,7,3.0,4.0,3.0,3,3,124992400,64,10.603598218471637,24,9.988001640881388
29,1,Travel_Frequently,Human Resources,4,Human Resources,Male,2,Sales Executive,Single,1.0,11,0,1.0,3,1,0,0,3.0,1.0,3.0,3,3,826562500,4,6.806472222222222,31,9.993852657004831
39,0,Non-Travel,Research & Development,5,Medical,Female,2,Sales Representative,Married,6.0,19,1,10.0,4,3,1,2,1.0,3.0,3.0,3,3,35434297600,64,6.29495652173913,31,9.991621980676328
27,0,Travel_Rarely,Sales,2,Technical Degree,Male,2,Healthcare Representative,Married,1.0,12,1,6.0,2,5,1,2,2.0,2.0,2.0,3,3,18433492900,9,7.285151072124757,33,10.003725633528266
34,0,Travel_Frequently,Research & Development,4,Life Sciences,Female,2,Manufacturing Director,Married,1.0,12,3,16.0,4,15,6,11,3.0,4.0,3.0,3,3,689062500,81,8.927714025500912,17,9.979634562841529
28,1,Travel_Rarely,Research & Development,3,Technical Degree,Male,1,Research Director,Single,3.0,16,1,6.0,4,2,2,2,4.0,3.0,3.0,3,3,35302652100,625,9.425028344671201,16,9.987860544217686
47,0,Non-Travel,Research & Development,4,Medical,Male,1,Research Scientist,Married,8.0,11,0,16.0,3,8,1,7,3.0,2.0,4.0,3,3,2059344400,1,6.003419540229885,29,10.026800766283525
56,0,Travel_Rarely,Research & Development,3,Technical Degree,Female,2,Sales Executive,Married,4.0,14,0,6.0,6,0,0,0,4.0,1.0,3.0,3,3,39390340900,16,7.890800865800866,30,9.988478835978835
39,0,Travel_Rarely,Research & Development,3,Other,Female,1,Laboratory Technician,Married,1.0,12,1,10.0,2,10,7,9,1.0,1.0,3.0,3,3,11050214400,1,6.986115942028985,31,10.024543478260869
38,0,Travel_Frequently,Research & Development,2,Medical,Female,1,Manager,Divorced,1.0,13,0,20.0,2,20,0,7,4.0,2.0,3.0,3,3,1974913600,16,10.808027326106595,15,9.963806458897922
58,0,Travel_Rarely,Sales,3,Marketing,Male,5,Sales Representative,Married,4.0,21,1,29.0,3,1,0,0,4.0,4.0,2.0,3,4,463971600,25,9.888919376693767,15,10.008936314363144
32,1,Travel_Frequently,Research & Development,3,Life Sciences,Male,2,Laboratory Technician,Single,3.0,17,1,8.0,2,4,0,3,1.0,3.0,3.0,3,3,36825610000,81,10.220872340425533,26,9.975755319148936
38,0,Travel_Rarely,Research & Development,4,Life Sciences,Female,1,Sales Representative,Divorced,2.0,21,1,10.0,1,5,0,3,2.0,4.0,4.0,3,4,2016010000,9,7.62043853427896,26,9.989518912529551
49,0,Travel_Frequently,Sales,4,Life Sciences,Male,2,Research Scientist,Married,3.0,11,1,28.0,4,5,4,3,2.0,4.0,3.0,2,3,1229203600,121,6.2849574468085105,26,10.014806146572104
42,0,Travel_Rarely,Sales,3,Life Sciences,Female,1,Sales Executive,Divorced,3.0,12,1,14.0,3,0,0,0,2.0,4.0,3.0,3,3,562638400,1,8.701982167352538,18,10.01911522633745
27,1,Travel_Frequently,Sales,1,Life Sciences,Male,4,Laboratory Technician,Married,1.0,13,1,1.0,2,1,0,0,1.0,2.0,3.0,3,3,10467336100,64,6.502103503918856,20,10.022174965421852
35,0,Travel_Rarely,Research & Development,1,Medical,Male,1,Sales Executive,Married,0.0,18,0,6.0,4,5,0,4,2.0,1.0,1.0,3,3,2926810000,625,6.612638888888889,19,10.028335629017448
28,0,Non-Travel,Research & Development,1,Medical,Male,3,Research Scientist,Single,1.0,16,2,5.0,2,5,1,4,3.0,3.0,2.0,3,3,6364848400,441,6.665572318007663,29,9.98925766283525
31,0,Non-Travel,Sales,1,Medical,Male,1,Sales Executive,Divorced,1.0,11,1,4.0,4,4,2,3,3.0,1.0,4.0,4,3,1495368900,529,9.812982456140352,14,10.014360098965362
36,0,Non-Travel,Research & Development,3,Life Sciences,Male,2,Research Scientist,Married,1.0,19,2,5.0,5,5,0,2,1.0,2.0,3.0,1,3,805424400,1,7.101659779614325,19,9.994151744719927
34,0,Travel_Rarely,Sales,3,Marketing,Male,4,Healthcare Representative,Single,1.0,16,1,14.0,2,14,2,1,1.0,4.0,2.0,3,3,2204302500,4,6.0247934472934475,27,9.988118471035136
34,0,Travel_Rarely,Research & Development,3,Technical Degree,Female,1,Research Director,Divorced,1.0,16,0,9.0,2,8,1,1,4.0,3.0,2.0,2,3,1114892100,361,6.802054617909048,24,10.007511720581341
26,0,Travel_Rarely,Research & Development,2,Life Sciences,Male,2,Research Scientist,Single,0.0,13,0,8.0,6,7,7,6,3.0,1.0,2.0,4,3,432640000,4,6.771128328741965,19,10.001681588613407
29,0,Travel_Rarely,Research & Development,4,Other,Male,2,Laboratory Technician,Married,0.0,22,0,6.0,2,5,0,2,1.0,1.0,2.0,4,4,439321600,4,7.720940972222222,21,10.009905092592593
32,0,Non-Travel,Research & Development,1,Life Sciences,Male,3,Manager,Divorced,5.0,17,1,9.0,5,5,1,2,3.0,4.0,3.0,4,3,3855168100,9,6.592589936247723,17,10.003542805100182
31,0,Travel_Frequently,Research & Development,5,Technical Degree,Female,2,Human Resources,Married,1.0,14,1,10.0,2,10,8,7,4.0,1.0,3.0,3,3,32619972100,625,6.921297468354431,24,10.010675105485232
28,1,Travel_Rarely,Sales,5,Life Sciences,Female,2,Sales Representative,Divorced,5.0,15,1,6.0,2,4,0,3,3.0,4.0,2.0,2,3,29319712900,49,6.3198641703377385,34,9.954932697014193
38,0,Travel_Rarely,Research & Development,2,Technical Degree,Male,3,Sales Representative,Single,4.0,12,0,20.0,3,1,0,0,1.0,1.0,2.0,2,3,562638400,81,7.179834247828075,18,10.002929812528578
35,0,Travel_Rarely,Research & Development,3,Life Sciences,Male,2,Sales Representative,Married,1.0,18,1,10.0,1,10,0,9,3.0,4.0,3.0,1,3,2384368900,25,8.815632850241547,31,9.977985507246377
27,0,Travel_Rarely,Sales,3,Life Sciences,Female,1,Manager,Single,1.0,15,0,7.0,2,7,0,7,4.0,4.0,3.0,3,3,1524121600,4,7.891162551440329,18,10.005258344764517
32,0,Travel_Rarely,Research & Development,1,Medical,Female,2,Research Scientist,Single,8.0,17,1,8.0,2,1,0,0,4.0,4.0,3.0,2,3,2140912900,64,7.298776400367309,19,9.99227157943067
31,1,Travel_Frequently,Research & Development,1,Other,Male,3,Sales Executive,Married,1.0,14,1,10.0,2,10,0,8,1.0,4.0,3.0,3,3,5032483600,4,10.31769995210728,29,10.002974137931034
53,1,Travel_Rarely,Research & Development,3,Medical,Male,1,Research Scientist,Single,6.0,15,1,15.0,4,2,2,2,1.0,1.0,2.0,3,3,1171692900,324,10.80799433106576,16,10.005095238095238
54,0,Travel_Rarely,Research & Development,3,Other,Male,3,Research Scientist,Married,3.0,17,1,9.0,2,4,2,3,1.0,3.0,2.0,3,3,4454227600,196,7.8965205314009665,31,9.987571256038647
33,0,Travel_Frequently,Research & Development,4,Medical,Female,4,Sales Executive,Divorced,1.0,14,3,9.0,2,9,2,8,4.0,3.0,3.0,3,3,28493440000,4,7.898865836791148,20,9.968463577685569
43,0,Travel_Rarely,Research & Development,3,Medical,Male,1,Research Scientist,Married,1.0,12,1,10.0,0,10,0,9,1.0,3.0,3.0,3,3,8270083600,9,7.480150273224044,17,9.995792349726775
38,0,Travel_Frequently,Research & Development,5,Medical,Female,4,Sales Executive,Married,0.0,14,0,7.0,3,6,1,2,4.0,2.0,3.0,2,3,7133491600,4,7.958165458937199,31,10.028522946859903
55,0,Travel_Rarely,Sales,3,Marketing,Male,2,Laboratory Technician,Married,4.0,15,1,35.0,3,10,1,4,3.0,2.0,3.0,2,3,14199105600,81,8.186591016548464,26,10.015203309692671
31,0,Travel_Rarely,Sales,3,Other,Male,1,Manufacturing Director,Divorced,1.0,13,0,1.0,2,1,0,0,4.0,4.0,3.0,3,3,2055715600,36,10.80473025711662,19,9.9818709825528
39,0,Travel_Rarely,Research & Development,3,Life Sciences,Male,2,Sales Executive,Single,0.0,12,1,21.0,5,20,11,10,2.0,1.0,3.0,2,3,9706190400,16,6.0890926734594855,32,9.978008248423096
42,0,Non-Travel,Research & Development,4,Life Sciences,Female,2,Research Scientist,Single,1.0,13,1,20.0,3,20,3,7,4.0,3.0,3.0,3,3,3783480100,100,6.591018922852983,32,10.003579573022805
31,0,Non-Travel,Research & Development,2,Life Sciences,Male,2,Healthcare Representative,Married,4.0,14,0,13.0,3,11,4,8,3.0,3.0,4.0,3,3,529920400,196,6.103670634920634,23,10.00202847805789
54,0,Travel_Rarely,Research & Development,3,Medical,Female,2,Human Resources,Single,6.0,13,1,9.0,2,5,1,4,3.0,1.0,3.0,4,3,557904400,1,10.512341915085818,15,9.99413392050587
24,0,Travel_Rarely,Research & Development,4,Other,Male,1,Manufacturing Director,Single,1.0,11,2,4.0,5,4,1,2,2.0,3.0,2.0,1,3,31901532100,25,6.875998155832181,20,9.988318349469802
23,0,Travel_Rarely,Research & Development,3,Life Sciences,Male,2,Research Scientist,Single,1.0,11,1,5.0,2,5,1,4,4.0,4.0,4.0,3,3,36814096900,49,6.994301453352087,24,9.992732067510548
40,0,Travel_Frequently,Research & Development,3,Medical,Female,3,Research Scientist,Married,1.0,21,0,10.0,1,10,9,4,4.0,3.0,4.0,2,4,38876008900,441,7.811326648224989,20,10.000108344859381
40,0,Travel_Rarely,Research & Development,1,Medical,Female,5,Research Scientist,Married,3.0,18,3,15.0,3,11,5,10,2.0,2.0,3.0,2,3,1255993600,64,6.1602800925925925,21,9.963246527777779
25,0,Travel_Rarely,Sales,5,Medical,Female,2,Laboratory Technician,Married,4.0,12,0,6.0,2,2,1,2,3.0,2.0,3.0,3,3,7225000000,400,6.208804454233969,34,9.9981093979442
30,0,Travel_Rarely,Human Resources,4,Life Sciences,Male,2,Research Scientist,Married,1.0,11,0,12.0,3,12,1,7,4.0,2.0,2.0,2,3,2172492100,400,6.082088249754179,35,9.993989675516225
25,0,Travel_Rarely,Research & Development,2,Medical,Male,5,Sales Executive,Divorced,6.0,15,1,7.0,2,2,0,2,4.0,3.0,2.0,3,3,1683460900,49,10.194130901287554,28,9.994251311397234
47,0,Travel_Rarely,Research & Development,4,Life Sciences,Male,2,Sales Executive,Single,2.0,13,1,25.0,2,17,12,11,1.0,3.0,3.0,2,3,1805400100,1,7.778402777777778,29,9.976457136015327
33,0,Non-Travel,Research & Development,3,Life Sciences,Male,2,Research Scientist,Divorced,1.0,12,0,1.0,4,1,0,0,2.0,3.0,2.0,3,3,19672867600,1,6.171750478927203,29,10.016332614942527
38,0,Travel_Rarely,Research & Development,3,Life Sciences,Female,2,Sales Executive,Married,0.0,17,0,16.0,3,15,5,8,4.0,2.0,3.0,3,3,4751344900,361,7.904476359338061,26,9.987521276595745
31,0,Travel_Rarely,Research & Development,4,Medical,Female,3,Sales Executive,Married,0.0,13,1,3.0,3,2,1,2,1.0,3.0,3.0,3,3,3751562500,100,7.180814009661836,31,9.988903381642512
38,0,Travel_Frequently,Research & Development,4,Other,Male,2,Research Scientist,Married,2.0,19,0,10.0,2,8,7,7,1.0,3.0,3.0,3,3,1346156100,1,6.509626951331497,19,9.981802112029385
42,0,Travel_Rarely,Research & Development,3,Medical,Male,2,Laboratory Technician,Divorced,6.0,19,1,9.0,3,4,1,2,4.0,1.0,2.0,1,3,10016006400,36,9.767906420765028,17,10.039135928961748
41,0,Travel_Rarely,Sales,2,Medical,Male,1,Healthcare Representative,Married,3.0,17,1,12.0,1,5,1,0,4.0,4.0,3.0,1,3,569776900,4,7.698772554605887,27,10.013399810066476
47,0,Non-Travel,Research & Development,2,Medical,Male,1,Sales Executive,Married,0.0,11,1,14.0,2,13,5,12,3.0,2.0,1.0,2,3,2152032100,441,7.228134756657484,19,10.038583562901746
35,0,Travel_Rarely,Research & Development,3,Life Sciences,Male,2,Healthcare Representative,Married,7.0,15,0,5.0,2,2,2,2,4.0,3.0,3.0,2,3,6237840400,16,10.39878884180791,25,10.022520009416196
22,0,Travel_Rarely,Human Resources,1,Human Resources,Male,2,Sales Executive,Single,0.0,11,0,4.0,1,3,1,2,4.0,3.0,4.0,3,3,642115600,144,6.400190058479533,33,10.00362694931774
35,0,Travel_Rarely,Research & Development,3,Medical,Female,2,Sales Executive,Single,1.0,25,2,10.0,4,10,0,8,2.0,3.0,3.0,3,4,17271216400,81,8.004882434301521,20,9.99851083448594
33,0,Travel_Rarely,Sales,4,Medical,Male,3,Healthcare Representative,Married,0.0,14,0,10.0,2,9,8,1,2.0,4.0,3.0,2,3,259532100,9,9.103674504379898,20,10.010640848317196
32,0,Travel_Rarely,Research & Development,2,Technical Degree,Male,3,Manufacturing Director,Single,1.0,13,0,6.0,4,6,4,1,3.0,2.0,3.0,3,3,2876176900,9,6.986453779599271,17,9.994313524590163
40,0,Travel_Rarely,Research & Development,4,Medical,Male,2,Research Director,Married,8.0,17,1,8.0,3,1,0,0,1.0,4.0,2.0,2,3,2571504100,1,6.16474537037037,33,10.006407163742692
32,0,Travel_Rarely,Research & Development,2,Medical,Male,3,Sales Executive,Married,0.0,13,0,3.0,3,2,2,2,2.0,2.0,3.0,3,3,18755302500,1,6.009841772151899,24,10.006080637599625
39,0,Travel_Rarely,Research & Development,4,Life Sciences,Male,1,Sales Executive,Single,7.0,14,1,18.0,1,7,1,7,1.0,4.0,3.0,3,3,17961360400,16,8.018078206962327,28,10.015029804482593
38,0,Travel_Rarely,Sales,4,Medical,Female,2,Research Director,Married,3.0,11,1,20.0,3,18,1,11,2.0,3.0,3.0,2,3,411684100,400,8.000954106280194,31,10.01792149758454
32,0,Travel_Rarely,Research & Development,3,Life Sciences,Male,2,Manager,Married,1.0,12,2,14.0,3,14,5,7,3.0,4.0,3.0,3,3,4066612900,324,7.898323877068559,26,10.010345153664304
37,0,Travel_Rarely,Research & Development,3,Life Sciences,Female,4,Sales Executive,Married,1.0,17,1,16.0,3,16,6,8,3.0,4.0,3.0,3,3,2947404100,1,9.385844859382205,20,10.008518902720148
25,0,Travel_Rarely,Research & Development,4,Medical,Female,2,Manufacturing Director,Divorced,0.0,21,0,6.0,2,5,0,4,1.0,3.0,2.0,3,4,775622500,4,7.971588934613626,18,10.005197759487883
52,0,Non-Travel,Research & Development,4,Other,Male,1,Manager,Divorced,2.0,16,1,16.0,3,9,0,0,1.0,4.0,2.0,3,3,2128899600,4,6.804641393442623,17,10.021372950819671
44,0,Travel_Rarely,Research & Development,1,Life Sciences,Female,1,Sales Representative,Single,6.0,15,0,6.0,2,4,1,2,2.0,4.0,3.0,3,3,681210000,64,10.805340038314176,29,9.973771551724138
21,0,Travel_Rarely,Sales,5,Medical,Male,3,Research Scientist,Single,1.0,19,3,2.0,0,2,1,2,3.0,1.0,3.0,3,3,4471596900,100,8.159645513714551,22,10.02692119944212
39,0,Non-Travel,Research & Development,4,Life Sciences,Female,2,Research Director,Single,2.0,12,1,21.0,4,6,1,3,4.0,4.0,2.0,4,3,2231617600,9,6.306303506375228,17,10.034280510018215
23,1,Travel_Frequently,Research & Development,4,Life Sciences,Female,2,Manufacturing Director,Married,1.0,11,0,1.0,3,1,1,0,4.0,1.0,2.0,3,3,3818004100,4,8.025331384015596,33,10.00559454191033
36,0,Travel_Rarely,Research & Development,3,Life Sciences,Female,2,Laboratory Technician,Married,0.0,19,0,10.0,2,9,3,4,1.0,4.0,3.0,3,3,3745440000,576,7.792490855052583,18,9.9614906264289
36,0,Travel_Frequently,Research & Development,1,Medical,Male,2,Sales Executive,Divorced,7.0,15,0,18.0,3,4,0,2,4.0,2.0,3.0,2,3,11227521600,256,7.844118408662901,25,10.017018596986818
56,0,Non-Travel,Research & Development,1,Life Sciences,Male,1,Sales Executive,Divorced,1.0,20,0,13.0,6,13,1,9,3.0,3.0,2.0,2,4,2988808900,64,6.592797017797018,30,10.00755772005772
29,1,Travel_Rarely,Research & Development,4,Medical,Male,2,Sales Representative,Married,9.0,25,0,4.0,4,2,2,2,1.0,4.0,4.0,3,4,897601600,81,10.903593117408906,14,9.99333558254611
42,0,Travel_Rarely,Research & Development,1,Life Sciences,Male,3,Research Scientist,Married,5.0,24,2,24.0,3,22,4,14,1.0,3.0,2.0,2,4,9996000400,289,7.398867258652095,17,9.998497267759562
56,1,Travel_Rarely,Sales,4,Other,Male,2,Sales Executive,Married,8.0,24,1,14.0,3,10,9,8,4.0,3.0,1.0,3,4,1663008400,100,6.8206794131794135,30,10.00005291005291
41,0,Travel_Rarely,Research & Development,4,Life Sciences,Female,1,Healthcare Representative,Married,0.0,15,1,21.0,3,20,0,10,1.0,2.0,3.0,4,3,11924640000,169,7.800049645390072,26,10.02797754137116
34,0,Travel_Rarely,Sales,3,Medical,Female,1,Laboratory Technician,Married,1.0,13,1,8.0,3,8,1,7,4.0,3.0,3.0,3,3,3883782400,1,7.3836256038647345,31,10.033626811594203
36,0,Non-Travel,Sales,1,Medical,Female,1,Human Resources,Divorced,1.0,14,0,15.0,3,15,11,11,4.0,4.0,2.0,3,3,17548300900,1,7.675329936923823,32,10.007535177098495
41,0,Travel_Rarely,Research & Development,5,Medical,Male,1,Healthcare Representative,Divorced,2.0,13,0,14.0,3,5,0,4,3.0,2.0,3.0,3,3,1665456100,1,7.091824074074074,21,10.002076388888888
32,0,Travel_Rarely,Sales,4,Life Sciences,Female,2,Research Scientist,Single,1.0,11,0,4.0,3,4,1,2,4.0,1.0,3.0,3,3,3328136100,81,6.725276595744681,26,9.979770685579195
35,0,Travel_Rarely,Research & Development,3,Medical,Female,2,Healthcare Representative,Single,1.0,16,1,9.0,3,9,1,7,3.0,4.0,3.0,3,3,573123600,256,10.505156028368795,26,9.977725768321513
38,0,Travel_Rarely,Research & Development,3,Medical,Male,3,Sales Representative,Married,1.0,22,0,10.0,3,10,1,9,1.0,4.0,3.0,2,4,1524121600,529,6.90596703550023,20,9.995635085292761
50,1,Travel_Frequently,Sales,2,Life Sciences,Female,2,Laboratory Technician,Divorced,7.0,14,1,12.0,2,6,0,1,2.0,3.0,3.0,2,3,28220640100,16,7.208894824311491,27,9.998224121557454
45,0,Travel_Rarely,Sales,3,Life Sciences,Male,1,Laboratory Technician,Single,8.0,16,1,8.0,2,5,0,1,4.0,3.0,3.0,4,3,1316964100,576,6.076578117418729,32,10.000878214459
35,0,Travel_Frequently,Sales,2,Life Sciences,Male,2,Manufacturing Director,Married,1.0,25,0,10.0,2,10,0,2,3.0,3.0,4.0,2,4,1042644100,49,8.430802336671437,28,10.017556032427278
40,0,Travel_Rarely,Research & Development,4,Life Sciences,Male,1,Manager,Married,2.0,14,1,20.0,2,5,0,2,3.0,3.0,3.0,3,3,1280208400,289,7.484193853427897,26,10.025187943262413
35,0,Travel_Rarely,Human Resources,1,Life Sciences,Male,2,Research Scientist,Married,1.0,18,0,4.0,3,4,1,1,3.0,4.0,3.0,3,3,6380814400,196,6.89609943977591,23,9.978632119514474
29,0,Travel_Rarely,Research & Development,3,Medical,Male,3,Sales Executive,Married,4.0,11,0,10.0,5,4,0,3,4.0,2.0,3.0,2,3,1835265600,1,9.817854683195591,19,9.960398301193756
29,0,Travel_Rarely,Research & Development,3,Medical,Male,2,Sales Representative,Single,1.0,19,0,5.0,3,5,0,4,4.0,1.0,1.0,3,3,5704780900,25,6.083963498622589,19,9.989024334251608
50,1,Travel_Rarely,Research & Development,3,Medical,Male,1,Research Scientist,Divorced,4.0,15,2,20.0,1,3,2,0,4.0,1.0,3.0,3,3,30025958400,289,9.616168503213958,19,10.023870523415978
39,0,Travel_Rarely,Sales,3,Medical,Male,2,Sales Executive,Married,0.0,11,0,21.0,3,20,9,6,2.0,4.0,2.0,4,3,38812940100,625,7.508998817966903,26,9.965290780141844
31,0,Non-Travel,Research & Development,4,Life Sciences,Female,4,Sales Executive,Single,0.0,12,0,10.0,3,9,1,7,2.0,1.0,3.0,3,3,21703182400,64,7.308546099290781,26,10.031762411347518
26,0,Travel_Rarely,Research & Development,4,Medical,Male,2,Manager,Single,0.0,20,0,5.0,3,4,0,0,4.0,3.0,3.0,3,4,8608128400,121,7.500675267317527,22,9.980553231055325
36,0,Travel_Frequently,Research & Development,1,Technical Degree,Male,1,Sales Executive,Married,4.0,12,0,17.0,2,5,0,3,3.0,4.0,3.0,3,3,184688100,25,7.6941701388888895,21,10.015929398148147
39,0,Travel_Rarely,Research & Development,1,Medical,Female,1,Research Scientist,Married,4.0,14,2,9.0,3,7,1,7,4.0,1.0,3.0,3,3,2283884100,4,6.046757297551789,25,9.969366760828626
27,0,Travel_Rarely,Research & Development,2,Medical,Male,1,Laboratory Technician,Married,1.0,20,1,6.0,3,6,0,3,2.0,2.0,3.0,3,4,26968208400,64,9.286569626394956,32,10.01001698204755
49,0,Travel_Frequently,Research & Development,1,Medical,Male,3,Healthcare Representative,Married,2.0,18,1,17.0,2,9,0,8,4.0,2.0,2.0,2,3,897601600,36,6.3958886534839925,25,10.002445856873823
34,0,Travel_Rarely,Sales,3,Medical,Female,1,Sales Executive,Married,2.0,14,1,6.0,6,4,1,2,2.0,3.0,4.0,3,3,159012100,16,6.460532508491024,32,10.006103833090732
41,1,Travel_Rarely,Research & Development,2,Life Sciences,Female,1,Research Scientist,Single,8.0,12,1,8.0,2,6,0,5,2.0,4.0,1.0,3,3,440580100,49,8.626512212643679,29,10.021800766283524
49,0,Travel_Frequently,Sales,4,Life Sciences,Female,2,Manufacturing Director,Married,1.0,21,1,10.0,2,10,1,7,3.0,2.0,3.0,3,4,3375610000,1,6.713213276836158,25,9.987663606403013
37,1,Travel_Rarely,Research & Development,3,Life Sciences,Male,1,Sales Executive,Single,6.0,19,0,7.0,2,0,0,0,4.0,3.0,3.0,3,3,3188860900,4,8.521203703703705,15,9.996384372177056
33,0,Travel_Frequently,Research & Development,2,Medical,Male,2,Research Scientist,Married,1.0,14,0,8.0,3,8,3,0,4.0,3.0,3.0,3,3,1169640000,100,9.482606657290201,24,10.012950070323487
27,0,Travel_Rarely,Sales,4,Medical,Female,4,Manufacturing Director,Married,9.0,17,1,6.0,3,2,2,2,1.0,2.0,3.0,2,3,1936000000,25,6.404782250470809,25,9.994664548022598
32,0,Travel_Frequently,Research & Development,2,Medical,Female,2,Research Scientist,Single,0.0,16,1,8.0,2,7,3,6,4.0,4.0,2.0,2,3,1225000000,81,7.276984805318139,27,9.969520417853753
59,0,Travel_Rarely,Sales,2,Marketing,Female,5,Sales Representative,Married,4.0,12,1,12.0,3,1,0,0,3.0,1.0,2.0,3,3,426835600,4,10.035185979971388,28,9.995937052932762
30,0,Travel_Rarely,Research & Development,4,Medical,Male,2,Laboratory Technician,Divorced,1.0,17,2,1.0,2,1,0,0,4.0,3.0,3.0,3,3,29477456100,121,6.3894133241124935,20,10.001745043798985
38,0,Travel_Frequently,Sales,4,Life Sciences,Male,2,Healthcare Representative,Single,0.0,15,1,10.0,1,9,1,8,4.0,3.0,3.0,3,3,1732224400,324,7.997498856881573,18,9.972232510288066
36,0,Travel_Rarely,Research & Development,3,Life Sciences,Male,1,Sales Executive,Married,6.0,23,1,17.0,2,7,7,7,3.0,3.0,2.0,3,4,8471361600,49,7.832184343434344,19,10.00419191919192
35,0,Travel_Rarely,Human Resources,4,Human Resources,Male,2,Manager,Married,0.0,11,0,6.0,2,5,0,3,1.0,2.0,3.0,3,3,1085043600,9,7.4983615819209035,25,9.957245762711864
29,0,Travel_Rarely,Sales,4,Life Sciences,Male,2,Laboratory Technician,Single,0.0,11,1,10.0,3,9,0,8,4.0,3.0,3.0,2,3,452412900,841,10.724693853427896,26,9.990452718676123
